rank,candidate_id,final_score,professional_band,band_id,subtype,current_title,headline,years_experience,current_company,industry,location,career_titles,current_work_evidence,negative_evidence,risk_flags,open_to_work,last_active_date,response_rate,response_hours,notice_period_days,willing_to_relocate,target_location,reasoning,professional_band_score,current_work_subtype_score,retrieval_search_ranking_score,vector_embedding_hybrid_score,production_ml_system_score,evaluation_maturity_score,python_backend_platform_score,product_shipper_score,experience_fit_score,skill_corroboration_score,behavior_fit_score,logistics_fit_score,near_miss_penalty,coherence_risk_penalty
260,CAND_0097896,114.566800,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,4.8,upGrad,EdTech,"Jaipur, Rajasthan",AI Research Engineer | AI Research Engineer | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description,False,2026-02-16,0.650,62.8,120,True,False,"This 4.8-year AI Research Engineer built production recommendation and behavioral reranking components. Relative to nearby candidates, not marked open to work and notice period is 120 days.",72.000000,7.500000,20.000000,0.640000,8.640800,0.000000,0.680000,5.000000,5.500000,0.000000,0.056000,-0.450000,5.000000,0.000000
261,CAND_0093331,114.562240,applied_ml,3,ml_platform,NLP Engineer,NLP Engineer | Applied ML | Building intelligent products,16.1,Genpact AI,AI Services,"Kochi, Kerala",NLP Engineer | NLP Engineer | Recommendation Systems Engineer,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | PyTorch assessment 73.0/100",not marked open to work,weak:repeated_role_description,False,2026-04-08,0.410,75.1,30,True,False,"NLP Engineer with 16.1 years at Genpact AI; operates production ML pipelines, feature infrastructure, monitoring, and drift checks. Main concern: 16.1 years is above the preferred experience band and not marked open to work.",72.000000,4.500000,9.505920,5.792320,11.680000,4.600000,0.000000,4.680000,0.000000,1.050000,1.104000,2.650000,3.000000,0.000000
262,CAND_0043381,114.552640,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,3.6,PharmEasy,HealthTech,"Pune, Maharashtra",AI Research Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | scikit-learn assessment 77.3/100",profile states limited ownership of modeling or deployment,weak:skill_duration_overrun,True,2026-05-01,0.780,24.0,45,False,True,Career evidence from this AI Research Engineer (3.6 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because 3.6 years is below the preferred experience band.,72.000000,7.500000,20.000000,0.554240,5.360000,0.000000,0.680000,3.508400,2.500000,1.200000,4.000000,2.250000,5.000000,0.000000
263,CAND_0008517,114.514320,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | 5.6 yrs in analytics & ML,5.6,Locobuzz,AI/ML,"Noida, Uttar Pradesh",AI Research Engineer | Data Scientist | Junior ML Engineer,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | 120-day notice period,weak:salary_range_inverted,True,2026-03-25,0.800,36.7,120,True,True,"At Locobuzz, this AI Research Engineer owns a production relevance system with explicit evaluation and operational evidence, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.80 recruiter response rate and 120-day notice; notice period is 120 days.",72.000000,12.000000,15.153120,0.320000,4.640800,0.000000,0.680000,2.320400,8.000000,0.450000,4.000000,-0.050000,5.000000,0.000000
264,CAND_0074621,114.482400,applied_ml,3,recommendation,Data Scientist,Data Scientist | Data Science & ML enthusiast,5.2,PharmEasy,HealthTech,"Chennai, Tamil Nadu",Data Scientist | ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description,False,2026-03-08,0.740,44.1,90,True,False,"This 5.2-year Data Scientist built production recommendation and behavioral reranking components. Relative to nearby candidates, not marked open to work and notice period is 90 days.",72.000000,7.500000,17.438400,0.320000,7.680000,0.000000,0.880000,5.000000,8.000000,0.000000,0.364000,0.300000,5.000000,0.000000
265,CAND_0074325,114.400480,applied_ml,3,recommendation,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,3.9,Haptik,Conversational AI,"Gurgaon, Haryana",AI Research Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | NLP assessment 72.6/100",profile states limited ownership of modeling or deployment | not marked open to work,,False,2026-03-20,0.470,35.1,45,False,True,AI Research Engineer with 3.9 years at Haptik; built production recommendation and behavioral reranking components. Main concern: 3.9 years is below the preferred experience band and not marked open to work.,72.000000,7.500000,18.029280,0.640000,8.640800,0.000000,1.840000,4.668400,2.500000,1.200000,0.382000,2.000000,5.000000,0.000000
266,CAND_0018013,114.395680,applied_ml,3,recommendation,AI Specialist,AI Specialist | Data Science & ML enthusiast,6.7,Sarvam AI,AI/ML,"Jaipur, Rajasthan",AI Specialist | AI Research Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 90-day notice period,,True,2026-04-11,0.780,115.2,90,True,False,Career evidence from this AI Specialist (6.7 years) built production recommendation and behavioral reranking components. Hiring feasibility is tempered because notice period is 90 days.,72.000000,7.500000,13.997280,0.320000,7.680000,0.000000,0.680000,4.668400,8.000000,0.000000,4.000000,0.550000,5.000000,0.000000
267,CAND_0085851,114.290560,applied_ml,3,recommendation,ML Engineer,ML Engineer | 7.0 yrs in analytics & ML,7.0,Genpact AI,AI Services,"Hyderabad, Telangana",ML Engineer | Data Scientist | AI Specialist | Data Scientist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Kubeflow assessment 50.7/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-04-22,0.370,96.9,60,False,True,"At Genpact AI, this ML Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.37 recruiter response rate and 60-day notice; ranking-evaluation depth is less explicit than the strongest profiles.",72.000000,7.500000,10.733280,0.452480,8.640800,0.000000,1.840000,5.000000,8.000000,0.000000,3.124000,2.000000,5.000000,0.000000
268,CAND_0096104,114.194160,applied_ml,3,recommendation,AI Specialist,AI Specialist | 7.0 yrs in analytics & ML,7.0,Yellow.ai,AI/ML,"Delhi, Delhi",AI Specialist | Junior ML Engineer,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,weak:salary_range_inverted,True,2026-05-07,0.330,20.7,30,False,True,"This 7.0-year AI Specialist built production recommendation and behavioral reranking components. Relative to nearby candidates, recruiter response rate is only 0.33.",72.000000,7.500000,11.213280,0.452480,7.680000,0.000000,0.680000,4.668400,8.000000,0.000000,4.000000,3.000000,5.000000,0.000000
269,CAND_0080534,114.020880,applied_ml,3,recommendation,ML Engineer,ML Engineer | Data Science & ML enthusiast,3.8,Genpact AI,AI Services,"Vizag, Andhra Pradesh",ML Engineer | AI Specialist,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | OpenSearch assessment 65.2/100",profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-26,0.910,11.8,30,False,False,ML Engineer with 3.8 years at Genpact AI; built production recommendation and behavioral reranking components. Main concern: 3.8 years is below the preferred experience band and location/relocation fit is weaker.,72.000000,7.500000,16.958400,0.452480,7.680000,0.000000,0.880000,5.000000,2.500000,0.600000,4.000000,1.450000,5.000000,0.000000
270,CAND_0000422,113.917400,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Data Science & ML enthusiast,6.3,Haptik,Conversational AI,"Kolkata, West Bengal",AI Research Engineer | Data Scientist | Data Scientist,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Python assessment 76.9/100,profile states limited ownership of modeling or deployment | 90-day notice period,,True,2026-03-24,0.790,83.0,90,False,False,Career evidence from this AI Research Engineer (6.3 years) owns a production relevance system with explicit evaluation and operational evidence. Hiring feasibility is tempered because notice period is 90 days and location/relocation fit is weaker.,72.000000,12.000000,13.521120,0.452480,3.680000,0.000000,2.040000,3.273800,8.000000,0.600000,4.000000,-0.650000,5.000000,0.000000
271,CAND_0049217,113.915520,applied_ml,3,recommendation,Computer Vision Engineer,Computer Vision Engineer | 6.0 yrs in analytics & ML,6.0,upGrad,EdTech,"Gurgaon, Haryana",Computer Vision Engineer | Junior ML Engineer | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | OpenSearch assessment 81.3/100",profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,,False,2026-05-17,0.870,105.5,90,False,True,"At upGrad, this Computer Vision Engineer built production recommendation and behavioral reranking components, directly supporting Redrob's intelligence-layer mandate. The profile records a 0.87 recruiter response rate and 90-day notice; not marked open to work and notice period is 90 days.",72.000000,7.500000,13.521120,0.320000,7.680000,0.000000,0.880000,4.668400,8.000000,1.200000,2.196000,0.950000,5.000000,0.000000
272,CAND_0077296,113.833920,applied_ml,3,ml_platform,Computer Vision Engineer,Computer Vision Engineer | Data Science & ML enthusiast,5.8,Ola,Transportation,"Vizag, Andhra Pradesh",Computer Vision Engineer | Computer Vision Engineer | Junior ML Engineer | Senior Software Engineer (ML),I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Forecasting assessment 87.2/100,profile states limited ownership of modeling or deployment,weak:repeated_role_description,True,2026-05-20,0.500,21.5,45,True,False,"This 5.8-year Computer Vision Engineer operates production ML pipelines, feature infrastructure, monitoring, and drift checks. A 0.50 response rate and 45-day notice make the profile workable for outreach.",72.000000,4.500000,8.337120,0.320000,9.336800,0.000000,3.840000,5.000000,8.000000,1.650000,4.000000,1.850000,5.000000,0.000000
273,CAND_0026362,113.827520,applied_ml,3,recommendation,Data Scientist,Data Scientist | Building ML-powered solutions,5.0,PhonePe,Fintech,"Gurgaon, Haryana",Data Scientist | Senior Software Engineer (ML),"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Learning to Rank assessment 56.9/100",profile states limited ownership of modeling or deployment,,True,2026-05-17,0.400,80.9,45,False,True,Data Scientist with 5.0 years at PhonePe; built production recommendation and behavioral reranking components. Main concern: ranking-evaluation depth is less explicit than the strongest profiles.,72.000000,7.500000,11.213280,0.554240,7.680000,0.000000,0.880000,5.000000,8.000000,0.000000,4.000000,2.000000,5.000000,0.000000
274,CAND_0097037,113.826600,applied_ml,3,relevance_ownership,AI Research Engineer,AI Research Engineer | Building ML-powered solutions,6.1,Verloop.io,Conversational AI,Toronto,AI Research Engineer | Senior Software Engineer (ML),Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Embeddings assessment 80.5/100,profile states limited ownership of modeling or deployment | 120-day notice period,,True,2026-03-19,0.400,109.8,120,True,False,Career evidence from this AI Research Engineer (6.1 years) owns a production relevance system with explicit evaluation and operational evidence. Hiring feasibility is tempered because notice period is 120 days.,72.000000,12.000000,6.816000,0.640000,8.640800,0.000000,1.840000,4.337800,8.000000,1.650000,3.352000,-0.450000,5.000000,0.000000
